Price_Sector,Reportable_Owner,Brand_House,Date,Value,Volume,Holding_Company,PS_HC_BH_Group,Value_T,Volume_T,Value_Share,Volume_Share
Mid Price,Other,Karelia,2021-07-18,9571.192697597893,7630.54219703756,Other,Mid Price_Other_Karelia,361038.90781721455,309513.58841655665,0.026510141955236474,0.024653335047662105
Mid Price,Other,Non allocatable OM Brands,2021-07-18,5318.071161491657,5260.510451937656,Other,Mid Price_Other_Non allocatable OM Brands,361038.90781721455,309513.58841655665,0.0147299115035659,0.016996056550699273
Premium,BAT,Dunhill,2021-07-18,3675.9906252238684,1187.7024215464903,BAT,Premium_BAT_Dunhill,361038.90781721455,309513.58841655665,0.01018170215351121,0.003837319154944595
Premium,BAT,Peter Stuyvesant,2021-07-18,6207.439056075521,6634.494785366823,BAT,Premium_BAT_Peter Stuyvesant,361038.90781721455,309513.58841655665,0.0171932689847882,0.021435229449240967
Premium,BAT,Royals,2021-07-18,3026.05203699411,3210.995783958942,BAT,Premium_BAT_Royals,361038.90781721455,309513.58841655665,0.00838151227325928,0.010374328960437905
Premium,BAT,St Moritz,2021-07-18,9454.568627549459,4812.500221227323,BAT,Premium_BAT_St Moritz,361038.90781721455,309513.58841655665,0.02618711840424712,0.015548591083989675
Premium,BAT,Vogue,2021-07-18,3076.2482188245053,3697.1406337725375,BAT,Premium_BAT_Vogue,361038.90781721455,309513.58841655665,0.008520544883716346,0.011945002649760136
Premium,ITUK,Davidoff,2021-07-18,4791.349334048773,8489.581738161372,IMB,Premium_IMB_Davidoff,361038.90781721455,309513.58841655665,0.013271005507457715,0.027428785216162238
Premium,ITUK,Embassy,2021-07-18,7786.038938354196,8590.548844976456,IMB,Premium_IMB_Embassy,361038.90781721455,309513.58841655665,0.021565650598234367,0.027754997410371938
Premium,ITUK,JPS,2021-07-18,5032.346441881756,1619.316534105164,IMB,Premium_IMB_JPS,361038.90781721455,309513.58841655665,0.013938515580790295,0.005231810798322103
Premium,ITUK,Regal,2021-07-18,6596.630307058582,7900.336483507538,IMB,Premium_IMB_Regal,361038.90781721455,309513.58841655665,0.018271244910806953,0.02552500691140877
Premium,ITUK,Superkings,2021-07-18,7456.129112606479,8004.534223292867,IMB,Premium_IMB_Superkings,361038.90781721455,309513.58841655665,0.020651871449770008,0.025861656879891236
Premium,ITUK,Woodbine,2021-07-18,7441.045863929803,6502.38088647145,IMB,Premium_IMB_Woodbine,361038.90781721455,309513.58841655665,0.020610094100154516,0.021008385834486425
Premium,JTI,Benson&Hedges (JTI),2021-07-18,14.353504296024111,9234.786960285102,JTI,Premium_JTI_Benson&Hedges (JTI),361038.90781721455,309513.58841655665,3.9756114881920014e-05,0.02983645082443531
Premium,JTI,Camel,2021-07-18,292.3520750797082,187.70654851540945,JTI,Premium_JTI_Camel,361038.90781721455,309513.58841655665,0.0008097522697684404,0.000606456567789799
Premium,JTI,More,2021-07-18,6051.433614470122,2947.5433868698187,JTI,Premium_JTI_More,361038.90781721455,309513.58841655665,0.016761167518083174,0.009523146954384725
Premium,JTI,Natural American Spirit,2021-07-18,8460.843945546274,1643.528832947918,JTI,Premium_JTI_Natural American Spirit,361038.90781721455,309513.58841655665,0.023434715102311907,0.005310037731642291
Premium,JTI,Park Drive,2021-07-18,2120.8121221974407,9780.38711092475,JTI,Premium_JTI_Park Drive,361038.90781721455,309513.58841655665,0.005874192715182813,0.03159921721356507
Premium,JTI,Senior Service,2021-07-18,7808.011669853542,8952.823910515397,JTI,Premium_JTI_Senior Service,361038.90781721455,309513.58841655665,0.021626510331142906,0.028925463196356676
Premium,JTI,Silk Cut,2021-07-18,7301.197044800763,6487.595703745535,JTI,Premium_JTI_Silk Cut,361038.90781721455,309513.58841655665,0.020222742997264957,0.020960616743631463
Premium,JTI,Sovereign,2021-07-18,8278.599636196459,7555.543010559809,JTI,Premium_JTI_Sovereign,361038.90781721455,309513.58841655665,0.022929937624306458,0.024411021981985602
Premium,Other,Karelia,2021-07-18,305.3639702776334,1532.583556138406,Other,Premium_Other_Karelia,361038.90781721455,309513.58841655665,0.0008457924164567658,0.00495158730826315
Premium,Philip Morris,Marlboro,2021-07-18,6948.157913297104,6117.40155925983,Philip Morris,Premium_Philip Morris_Marlboro,361038.90781721455,309513.58841655665,0.019244900654349396,0.019764565396162087
Premium,Philip Morris,Raffles,2021-07-18,7869.939717769215,7492.546694052792,Philip Morris,Premium_Philip Morris_Raffles,361038.90781721455,309513.58841655665,0.021798037683388904,0.02420748869987899
Sub Economy,ITUK,Lambert & Butler,2021-07-18,9006.902378622673,5137.9282136365155,IMB,Sub Economy_IMB_Lambert & Butler,361038.90781721455,309513.58841655665,0.02494717933055197,0.01660000854864463
Sub Economy,Other,Elixyr,2021-07-18,5937.556038420303,8238.682586926137,Other,Sub Economy_Other_Elixyr,361038.90781721455,309513.58841655665,0.016445751163822894,0.026618161189867262
Unknown,Other,Non allocatable OM Brands,2021-07-18,3160.4785724154626,7351.800622484714,Other,Unknown_Other_Non allocatable OM Brands,361038.90781721455,309513.58841655665,0.00875384481834168,0.023752755606291334
Unknown,Other,The King,2021-07-18,3905.0145744724664,3241.8696174605643,Other,Unknown_Other_The King,361038.90781721455,309513.58841655665,0.010816049156811329,0.010474078485683535
Value,BAT,Lucky Strike,2021-07-18,8213.293340008708,4850.368570078103,BAT,Value_BAT_Lucky Strike,361038.90781721455,309513.58841655665,0.022749053252085795,0.01567093902045512
Value,BAT,Pall Mall,2021-07-18,9511.121143370841,689.1051795066139,BAT,Value_BAT_Pall Mall,361038.90781721455,309513.58841655665,0.026343756690583878,0.0022264133314211284
Value,ITUK,Carlton,2021-07-18,3991.9867096367257,425.2068237147399,IMB,Value_IMB_Carlton,361038.90781721455,309513.58841655665,0.011056943235762761,0.0013737904881335238
Value,ITUK,Embassy,2021-07-18,2395.7116341916117,2857.76560147428,IMB,Value_IMB_Embassy,361038.90781721455,309513.58841655665,0.00663560514481864,0.00923308606932041
Value,ITUK,Paramount,2021-07-18,9074.398600489587,701.7936879717168,IMB,Value_IMB_Paramount,361038.90781721455,309513.58841655665,0.025134129325152237,0.0022674083278929028
Value,ITUK,Regal,2021-07-18,511.2307356170642,8065.554107934308,IMB,Value_IMB_Regal,361038.90781721455,309513.58841655665,0.001415999008826739,0.0260588045558741
Value,ITUK,Richmond,2021-07-18,6253.787791512834,4852.226369925542,IMB,Value_IMB_Richmond,361038.90781721455,309513.58841655665,0.017321644997549623,0.015676941341248023
Value,JTI,Club,2021-07-18,9800.497354907415,218.24935385442944,JTI,Value_JTI_Club,361038.90781721455,309513.58841655665,0.02714526645939549,0.0007051365821157425
Value,JTI,Mayfair,2021-07-18,3067.823860882177,5018.744434866663,JTI,Value_JTI_Mayfair,361038.90781721455,309513.58841655665,0.00849721122698317,0.016214940547657708
Value,JTI,Sovereign,2021-07-18,8397.541747040357,3780.8045294208714,JTI,Value_JTI_Sovereign,361038.90781721455,309513.58841655665,0.02325938164894913,0.012215310315657297
Value,Other,American,2021-07-18,3700.852045401055,7087.312508979144,Other,Value_Other_American,361038.90781721455,309513.58841655665,0.010250562931778834,0.022898227329007394
Value,Other,MB,2021-07-18,6813.2499191104225,7871.430231218509,Other,Value_Other_MB,361038.90781721455,309513.58841655665,0.01887123457220242,0.025431614396925286
Value,Other,Officials,2021-07-18,6292.783026913858,8356.485206386935,Other,Value_Other_Officials,361038.90781721455,309513.58841655665,0.017429653399294417,0.026998766836499658
Value,Other,Tornado,2021-07-18,9281.981019270646,4222.22593910122,Other,Value_Other_Tornado,361038.90781721455,309513.58841655665,0.02570908790797111,0.013641488119154135
Value,Philip Morris,Chesterfield,2021-07-18,1419.6771271358698,7960.571366438373,Philip Morris,Value_Philip Morris_Chesterfield,361038.90781721455,309513.58841655665,0.003932199816687399,0.02571961834426699
Economy,BAT,Pall Mall,2021-07-25,9313.201510644816,6943.074122638746,BAT,Economy_BAT_Pall Mall,321689.17852359725,343176.0540819849,0.02895093193183573,0.020231814079254035
Economy,BAT,Rothmans,2021-07-25,9318.48672406465,1464.2650365685483,BAT,Economy_BAT_Rothmans,321689.17852359725,343176.0540819849,0.028967361497306634,0.004266804222356187
Economy,ITUK,JPS,2021-07-25,8909.385191089466,7259.50811549307,IMB,Economy_IMB_JPS,321689.17852359725,343176.0540819849,0.027695632262108954,0.021153888883397354
Economy,ITUK,Lambert & Butler,2021-07-25,1567.9091928551024,4348.980714707137,IMB,Economy_IMB_Lambert & Butler,321689.17852359725,343176.0540819849,0.004873987990678057,0.012672739437898437
Economy,ITUK,Player's,2021-07-25,3486.2309522282476,8678.767978156153,IMB,Economy_IMB_Player's,321689.17852359725,343176.0540819849,0.010837265239161653,0.02528954999897164
Economy,ITUK (Pr Label),Kingsmen,2021-07-25,7282.387012107771,5264.8994922911315,ITUK (Pr Label),Economy_ITUK (Pr Label)_Kingsmen,321689.17852359725,343176.0540819849,0.022637960796600364,0.015341686663934147
Economy,JTI,Benson&Hedges (JTI),2021-07-25,1296.7569702690685,1165.7214294882967,JTI,Economy_JTI_Benson&Hedges (JTI),321689.17852359725,343176.0540819849,0.004031086703695088,0.0033968612192557157
Economy,JTI,No.3,2021-07-25,4045.200456832152,6361.3627986924785,JTI,Economy_JTI_No.3,321689.17852359725,343176.0540819849,0.012574872662480375,0.018536732744099758
Economy,Other,Austin,2021-07-25,1796.1684741513827,7529.356194044685,Other,Economy_Other_Austin,321689.17852359725,343176.0540819849,0.00558355267775856,0.021940214372433802
Economy,Philip Morris,Marlboro,2021-07-25,8319.271994027764,2402.5103203773047,Philip Morris,Economy_Philip Morris_Marlboro,321689.17852359725,343176.0540819849,0.025861211844953342,0.0070008099102489936
Mid Price,ITUK,JPS,2021-07-25,9985.94196588045,8610.419841005765,IMB,Mid Price_IMB_JPS,321689.17852359725,343176.0540819849,0.03104220667823285,0.025090386519068524
Mid Price,ITUK,Lambert & Butler,2021-07-25,3810.455598017838,9745.160712259201,IMB,Mid Price_IMB_Lambert & Butler,321689.17852359725,343176.0540819849,0.011845146969214338,0.028396971747717218
Mid Price,ITUK,Windsor Blue,2021-07-25,5891.073420409178,8769.56746275292,IMB,Mid Price_IMB_Windsor Blue,321689.17852359725,343176.0540819849,0.018312936255569574,0.025554135722587062
Mid Price,JTI,Berkeley,2021-07-25,6781.871183295632,1458.853874362933,JTI,Mid Price_JTI_Berkeley,321689.17852359725,343176.0540819849,0.021082061928291297,0.004251036332547877
Mid Price,JTI,Dorchester,2021-07-25,3099.9403450777763,5813.38508803859,JTI,Mid Price_JTI_Dorchester,321689.17852359725,343176.0540819849,0.009636445836645956,0.01693994968148264
Mid Price,JTI,Mayfair,2021-07-25,7839.648001631819,8330.78196492037,JTI,Mid Price_JTI_Mayfair,321689.17852359725,343176.0540819849,0.024370257145770752,0.024275533988540304
Mid Price,JTI,Sovereign,2021-07-25,5244.917881227104,7802.214850184367,JTI,Mid Price_JTI_Sovereign,321689.17852359725,343176.0540819849,0.01630430313291489,0.02273531255278206
Mid Price,JTI,Sterling,2021-07-25,9378.176118451845,7841.946601180576,JTI,Mid Price_JTI_Sterling,321689.17852359725,343176.0540819849,0.029152911395693457,0.022851089136036083
Mid Price,JTI,Winston,2021-07-25,3883.9769946293122,1213.334403671017,JTI,Mid Price_JTI_Winston,321689.17852359725,343176.0540819849,0.012073694901566004,0.0035356033418962006
Mid Price,Other,Karelia,2021-07-25,7598.18594636203,1412.3362292099685,Other,Mid Price_Other_Karelia,321689.17852359725,343176.0540819849,0.023619650437836134,0.004115485950755063
Mid Price,Other,Non allocatable OM Brands,2021-07-25,1865.1213755077479,9611.171293394033,Other,Mid Price_Other_Non allocatable OM Brands,321689.17852359725,343176.0540819849,0.005797899028085999,0.028006532446165137
Premium,BAT,Dunhill,2021-07-25,4692.0588736051795,8199.56588528416,BAT,Premium_BAT_Dunhill,321689.17852359725,343176.0540819849,0.01458569074390234,0.023893176076106058
Premium,BAT,Peter Stuyvesant,2021-07-25,7310.8585984148785,9742.736450554032,BAT,Premium_BAT_Peter Stuyvesant,321689.17852359725,343176.0540819849,0.022726467306013517,0.02838990755522379
Premium,BAT,Royals,2021-07-25,1284.3898461415538,8439.249965518316,BAT,Premium_BAT_Royals,321689.17852359725,343176.0540819849,0.003992642376210173,0.02459160499439211
Premium,BAT,St Moritz,2021-07-25,3422.556550067051,9053.394253366549,BAT,Premium_BAT_St Moritz,321689.17852359725,343176.0540819849,0.010639327582528524,0.026381194566692256
Premium,BAT,Vogue,2021-07-25,2333.499808677135,453.56148848030074,BAT,Premium_BAT_Vogue,321689.17852359725,343176.0540819849,0.007253895886043811,0.0013216583240156514
Premium,ITUK,Davidoff,2021-07-25,3344.023438933192,5066.995261707703,IMB,Premium_IMB_Davidoff,321689.17852359725,343176.0540819849,0.01039520028084468,0.014765002398731457
Premium,ITUK,Embassy,2021-07-25,2569.424624706059,2720.293753586381,IMB,Premium_IMB_Embassy,321689.17852359725,343176.0540819849,0.007987289583375218,0.007926816924517997
Premium,ITUK,JPS,2021-07-25,204.13867615197367,995.8670917949563,IMB,Premium_IMB_JPS,321689.17852359725,343176.0540819849,0.0006345835973994358,0.0029019131141272557
Premium,ITUK,Regal,2021-07-25,3160.1416431958664,6373.362107070096,IMB,Premium_IMB_Regal,321689.17852359725,343176.0540819849,0.009823587034228,0.018571698203475165
Premium,ITUK,Superkings,2021-07-25,2609.5952816797817,2008.569741998233,IMB,Premium_IMB_Superkings,321689.17852359725,343176.0540819849,0.008112163715474057,0.005852884308525748
Premium,ITUK,Woodbine,2021-07-25,8492.797037679351,1160.7799949191244,IMB,Premium_IMB_Woodbine,321689.17852359725,343176.0540819849,0.026400630187988647,0.003382462095218956
Premium,JTI,Benson&Hedges (JTI),2021-07-25,7816.831015842816,6876.389209213915,JTI,Premium_JTI_Benson&Hedges (JTI),321689.17852359725,343176.0540819849,0.02429932847513992,0.020037497160484113
Premium,JTI,Camel,2021-07-25,7978.389993719171,5538.547299133751,JTI,Premium_JTI_Camel,321689.17852359725,343176.0540819849,0.024801549216968522,0.01613908439488785
Premium,JTI,More,2021-07-25,2880.6656916510274,8543.308578823133,JTI,Premium_JTI_More,321689.17852359725,343176.0540819849,0.008954810680520665,0.024894827238680625
Premium,JTI,Natural American Spirit,2021-07-25,9355.811279794114,5230.541837853968,JTI,Premium_JTI_Natural American Spirit,321689.17852359725,343176.0540819849,0.029083388265445882,0.01524156996281678
Premium,JTI,Park Drive,2021-07-25,4071.5790986917555,9975.708795002132,JTI,Premium_JTI_Park Drive,321689.17852359725,343176.0540819849,0.012656873064174548,0.029068778769217186
Premium,JTI,Senior Service,2021-07-25,5443.295828719278,9334.227890431828,JTI,Premium_JTI_Senior Service,321689.17852359725,343176.0540819849,0.01692097898257398,0.02719953149237469
Premium,JTI,Silk Cut,2021-07-25,6473.700937777887,8524.435131642535,JTI,Premium_JTI_Silk Cut,321689.17852359725,343176.0540819849,0.020124086758184234,0.024839830839729987
Premium,JTI,Sovereign,2021-07-25,7029.758988357889,9564.947725783137,JTI,Premium_JTI_Sovereign,321689.17852359725,343176.0540819849,0.021852643662498044,0.027871838993457472
Premium,Other,Karelia,2021-07-25,2927.931747903697,69.73922993922632,Other,Premium_Other_Karelia,321689.17852359725,343176.0540819849,0.009101741505081189,0.00020321706339850154
Premium,Philip Morris,Marlboro,2021-07-25,7039.3525189603715,4167.2008478942835,Philip Morris,Premium_Philip Morris_Marlboro,321689.17852359725,343176.0540819849,0.021882466022847595,0.012143040862923195
Premium,Philip Morris,Raffles,2021-07-25,1610.9574361695622,1297.4795694810048,Philip Morris,Premium_Philip Morris_Raffles,321689.17852359725,343176.0540819849,0.005007807361015694,0.003780798671841586
Sub Economy,ITUK,Lambert & Butler,2021-07-25,5323.568676300695,6771.791287897593,IMB,Sub Economy_IMB_Lambert & Butler,321689.17852359725,343176.0540819849,0.01654879626580348,0.019732703396256806
Sub Economy,Other,Elixyr,2021-07-25,8089.801602738642,6966.872547506379,Other,Sub Economy_Other_Elixyr,321689.17852359725,343176.0540819849,0.025147882312569682,0.020301161647607237
Unknown,Other,Non allocatable OM Brands,2021-07-25,9569.05985274844,7828.122943874682,Other,Unknown_Other_Non allocatable OM Brands,321689.17852359725,343176.0540819849,0.029746290803644517,0.022810807603739568
Unknown,Other,The King,2021-07-25,3933.9740425420387,8294.582120827159,Other,Unknown_Other_The King,321689.17852359725,343176.0540819849,0.012229115261499121,0.024170049227402037
Value,BAT,Lucky Strike,2021-07-25,4135.752764051839,1743.1944227572772,BAT,Value_BAT_Lucky Strike,321689.17852359725,343176.0540819849,0.012856362725762205,0.005079592244337733
Value,BAT,Pall Mall,2021-07-25,5995.182522048686,2381.664963326372,BAT,Value_BAT_Pall Mall,321689.17852359725,343176.0540819849,0.01863656884438503,0.006940067452251173
Value,ITUK,Carlton,2021-07-25,7326.549348130004,8340.174343631877,IMB,Value_IMB_Carlton,321689.17852359725,343176.0540819849,0.022775243425207637,0.024302902968979898
Value,ITUK,Embassy,2021-07-25,7293.022964307538,700.7575955291711,IMB,Value_IMB_Embassy,321689.17852359725,343176.0540819849,0.0226710236190695,0.002041976959621314
Value,ITUK,Paramount,2021-07-25,4200.390060070086,6075.862537475081,IMB,Value_IMB_Paramount,321689.17852359725,343176.0540819849,0.013057293625318423,0.017704797479906786
Value,ITUK,Regal,2021-07-25,4488.787832283515,4529.742801041654,IMB,Value_IMB_Regal,321689.17852359725,343176.0540819849,0.013953804268098013,0.013199472245110368
Value,ITUK,Richmond,2021-07-25,6004.747247048292,3448.975823645697,IMB,Value_IMB_Richmond,321689.17852359725,343176.0540819849,0.018666301659904357,0.010050164580602513
Value,JTI,Club,2021-07-25,5607.937449023863,7534.402183227616,JTI,Value_JTI_Club,321689.17852359725,343176.0540819849,0.01743278239809518,0.02195491816403846
Value,JTI,Mayfair,2021-07-25,7412.897724998082,4662.779998073805,JTI,Value_JTI_Mayfair,321689.17852359725,343176.0540819849,0.023043665189546668,0.013587136813921942
Value,JTI,Sovereign,2021-07-25,1683.7152421731594,3645.0113195910017,JTI,Value_JTI_Sovereign,321689.17852359725,343176.0540819849,0.005233981602678164,0.010621403434868467
Value,Other,American,2021-07-25,417.1300327219707,8975.505572363285,Other,Value_Other_American,321689.17852359725,343176.0540819849,0.0012966865551287809,0.026154230359613125
Value,Other,MB,2021-07-25,1276.6330055881392,4931.76958917856,Other,Value_Other_MB,321689.17852359725,343176.0540819849,0.003968529533530742,0.014370960708116184
Value,Other,Officials,2021-07-25,5633.829384094431,3650.532125285807,Other,Value_Other_Officials,321689.17852359725,343176.0540819849,0.017513269827574153,0.010637490821004934
Value,Other,Tornado,2021-07-25,6821.835303678392,6973.930181027725,Other,Value_Other_Tornado,321689.17852359725,343176.0540819849,0.02120629402265697,0.0203217272827598
Value,Philip Morris,Chesterfield,2021-07-25,3708.297243448706,355.8610928081296,Philip Morris,Value_Philip Morris_Chesterfield,321689.17852359725,343176.0540819849,0.011527578454668742,0.0010369636475950454
Economy,BAT,Pall Mall,2021-08-01,7697.698225158788,2408.2479271660727,BAT,Economy_BAT_Pall Mall,285031.669593274,324759.0572022904,0.02700646646087791,0.007415491188798439
Economy,BAT,Rothmans,2021-08-01,9374.535953863087,9407.442539505853,BAT,Economy_BAT_Rothmans,285031.669593274,324759.0572022904,0.032889453888545375,0.028967452426264483
Economy,ITUK,JPS,2021-08-01,459.3675578633871,8791.0981216702,IMB,Economy_IMB_JPS,285031.669593274,324759.0572022904,0.0016116369051862964,0.027069601067951986
Economy,ITUK,Lambert & Butler,2021-08-01,5553.801955354127,7353.17567595232,IMB,Economy_IMB_Lambert & Butler,285031.669593274,324759.0572022904,0.019484859220307432,0.022641941811563003
Economy,ITUK,Player's,2021-08-01,3747.2235626852525,1166.874060195847,IMB,Economy_IMB_Player's,285031.669593274,324759.0572022904,0.01314669197297393,0.003593045472690261
Economy,ITUK (Pr Label),Kingsmen,2021-08-01,6111.9945679901975,3713.5807836969525,ITUK (Pr Label),Economy_ITUK (Pr Label)_Kingsmen,285031.669593274,324759.0572022904,0.02144321217607752,0.011434879801932009
Economy,JTI,Benson&Hedges (JTI),2021-08-01,6560.541543986026,6070.886091707399,JTI,Economy_JTI_Benson&Hedges (JTI),285031.669593274,324759.0572022904,0.023016886345814107,0.018693508178051772
Economy,JTI,No.3,2021-08-01,8556.594560581581,1961.2769612345217,JTI,Economy_JTI_No.3,285031.669593274,324759.0572022904,0.030019802967127883,0.006039175560276536
Economy,Other,Austin,2021-08-01,2435.352423661653,1455.150611753575,Other,Economy_Other_Austin,285031.669593274,324759.0572022904,0.00854414678599322,0.004480708326626194
Economy,Philip Morris,Marlboro,2021-08-01,9860.14329730751,764.6944179481119,Philip Morris,Economy_Philip Morris_Marlboro,285031.669593274,324759.0572022904,0.03459314998707843,0.002354651551632595
Mid Price,ITUK,JPS,2021-08-01,9752.602633630555,2768.5613234948623,IMB,Mid Price_IMB_JPS,285031.669593274,324759.0572022904,0.03421585625045467,0.008524970319058238
Mid Price,ITUK,Lambert & Butler,2021-08-01,55.70228832342483,4554.670592698789,IMB,Mid Price_IMB_Lambert & Butler,285031.669593274,324759.0572022904,0.00019542490981058077,0.014024768491250155
Mid Price,ITUK,Windsor Blue,2021-08-01,7295.3480018806495,9845.893135848202,IMB,Mid Price_IMB_Windsor Blue,285031.669593274,324759.0572022904,0.025594868150233086,0.03031753208260873
Mid Price,JTI,Berkeley,2021-08-01,6422.6941965612605,7889.361172951722,JTI,Mid Price_JTI_Berkeley,285031.669593274,324759.0572022904,0.022533265183220255,0.0242929673491369
Mid Price,JTI,Dorchester,2021-08-01,6012.25130301073,333.89149345086963,JTI,Mid Price_JTI_Dorchester,285031.669593274,324759.0572022904,0.021093274693264483,0.0010281206514369534
Mid Price,JTI,Mayfair,2021-08-01,7589.361101357198,66.412742943458,JTI,Mid Price_JTI_Mayfair,285031.669593274,324759.0572022904,0.02662637843783057,0.00020449850888096992
Mid Price,JTI,Sovereign,2021-08-01,1765.0179811505873,2585.319504850242,JTI,Mid Price_JTI_Sovereign,285031.669593274,324759.0572022904,0.0061923574445926655,0.007960731032791065
Mid Price,JTI,Sterling,2021-08-01,7716.740249427414,4501.259240252858,JTI,Mid Price_JTI_Sterling,285031.669593274,324759.0572022904,0.02707327315746639,0.013860303940496574
Mid Price,JTI,Winston,2021-08-01,4926.303096023303,9829.331559623051,JTI,Mid Price_JTI_Winston,285031.669593274,324759.0572022904,0.01728335347104724,0.03026653557963873
Mid Price,Other,Karelia,2021-08-01,2170.650324472031,3730.604367170949,Other,Mid Price_Other_Karelia,285031.669593274,324759.0572022904,0.007615470686360716,0.011487298920341362
Mid Price,Other,Non allocatable OM Brands,2021-08-01,1805.9901131706813,6024.274647120636,Other,Mid Price_Other_Non allocatable OM Brands,285031.669593274,324759.0572022904,0.0063361033380877965,0.018549981943592576
Premium,BAT,Dunhill,2021-08-01,269.48738419787844,8326.984162096727,BAT,Premium_BAT_Dunhill,285031.669593274,324759.0572022904,0.0009454647077723802,0.025640498632528978
Premium,BAT,Peter Stuyvesant,2021-08-01,4778.62925049174,7376.006430311214,BAT,Premium_BAT_Peter Stuyvesant,285031.669593274,324759.0572022904,0.01676525719864956,0.02271224240473375
Premium,BAT,Royals,2021-08-01,4770.9908911431385,1962.27118209236,BAT,Premium_BAT_Royals,285031.669593274,324759.0572022904,0.01673845891563946,0.006042236970992539
Premium,BAT,St Moritz,2021-08-01,2733.112638943268,9285.604045422575,BAT,Premium_BAT_St Moritz,285031.669593274,324759.0572022904,0.009588803387508775,0.028592286618317867
Premium,BAT,Vogue,2021-08-01,6550.6719121231545,7738.392878576405,BAT,Premium_BAT_Vogue,285031.669593274,324759.0572022904,0.0229822599063137,0.023828104888715108
Premium,ITUK,Davidoff,2021-08-01,826.6308898386321,6181.303397526854,IMB,Premium_IMB_Davidoff,285031.669593274,324759.0572022904,0.002900136995366842,0.019033505795887806
Premium,ITUK,Embassy,2021-08-01,6875.824464786988,8078.594285221184,IMB,Premium_IMB_Embassy,285031.669593274,324759.0572022904,0.02412301929325414,0.02487565506198978
Premium,ITUK,JPS,2021-08-01,9977.761169464164,5462.684556248024,IMB,Premium_IMB_JPS,285031.669593274,324759.0572022904,0.035005798421283964,0.016820730431069554
Premium,ITUK,Regal,2021-08-01,3578.7823644297346,2170.2146809490796,IMB,Premium_IMB_Regal,285031.669593274,324759.0572022904,0.012555735892564075,0.006682537816327217
Premium,ITUK,Superkings,2021-08-01,1625.8582591199822,7355.744771110346,IMB,Premium_IMB_Superkings,285031.669593274,324759.0572022904,0.005704131970457883,0.022649852584491578
Premium,ITUK,Woodbine,2021-08-01,5194.011190426392,3761.5704663122883,IMB,Premium_IMB_Woodbine,285031.669593274,324759.0572022904,0.018222575750399903,0.011582649915039104
Premium,JTI,Benson&Hedges (JTI),2021-08-01,456.5032502347133,303.8116049907735,JTI,Premium_JTI_Benson&Hedges (JTI),285031.669593274,324759.0572022904,0.0016015878196486751,0.0009354984818838514
Premium,JTI,Camel,2021-08-01,6305.471150322381,6358.57203843203,JTI,Premium_JTI_Camel,285031.669593274,324759.0572022904,0.022122001949186818,0.01957935243811019
Premium,JTI,More,2021-08-01,7993.885324779315,6209.381207437354,JTI,Premium_JTI_More,285031.669593274,324759.0572022904,0.028045603971608456,0.01911996315338965
Premium,JTI,Natural American Spirit,2021-08-01,2053.8077808465914,8326.28623362713,JTI,Premium_JTI_Natural American Spirit,285031.669593274,324759.0572022904,0.007205542400875218,0.025638349567078396
Premium,JTI,Park Drive,2021-08-01,901.9923450616851,565.5435062264169,JTI,Premium_JTI_Park Drive,285031.669593274,324759.0572022904,0.0031645337739093457,0.0017414248923445523
Premium,JTI,Senior Service,2021-08-01,6286.9919986665755,4178.004731591353,JTI,Premium_JTI_Senior Service,285031.669593274,324759.0572022904,0.02205717002478286,0.012864936755216962
Premium,JTI,Silk Cut,2021-08-01,6852.4222682642685,3747.931417927206,JTI,Premium_JTI_Silk Cut,285031.669593274,324759.0572022904,0.024040915446491732,0.01154065247699202
Premium,JTI,Sovereign,2021-08-01,7653.83194531779,5821.143743611324,JTI,Premium_JTI_Sovereign,285031.669593274,324759.0572022904,0.026852566791049665,0.01792450007017162
Premium,Other,Karelia,2021-08-01,4524.453958698084,5198.776542510542,Other,Premium_Other_Karelia,285031.669593274,324759.0572022904,0.01587351316137696,0.016008103322187734
Premium,Philip Morris,Marlboro,2021-08-01,707.3601477588932,8918.532128140432,Philip Morris,Premium_Philip Morris_Marlboro,285031.669593274,324759.0572022904,0.0024816896619532167,0.027461996610567613
Premium,Philip Morris,Raffles,2021-08-01,6690.772202031459,4818.324505238504,Philip Morris,Premium_Philip Morris_Raffles,285031.669593274,324759.0572022904,0.023473785251929575,0.014836613170228535
Sub Economy,ITUK,Lambert & Butler,2021-08-01,2465.270223062187,3497.664160857669,IMB,Sub Economy_IMB_Lambert & Butler,285031.669593274,324759.0572022904,0.008649109857090635,0.010770028066311929
Sub Economy,Other,Elixyr,2021-08-01,1038.878840158206,9780.5852643576,Other,Sub Economy_Other_Elixyr,285031.669593274,324759.0572022904,0.0036447838994194378,0.03011643570040707
Unknown,Other,Non allocatable OM Brands,2021-08-01,2164.307500000865,4804.566259864515,Other,Unknown_Other_Non allocatable OM Brands,285031.669593274,324759.0572022904,0.007593217634690292,0.01479424870011179
Unknown,Other,The King,2021-08-01,9108.934137876648,4760.576862928435,Other,Unknown_Other_The King,285031.669593274,324759.0572022904,0.031957621238631634,0.014658796290208163
Value,BAT,Lucky Strike,2021-08-01,2866.2252630645767,5984.765007653629,BAT,Value_BAT_Lucky Strike,285031.669593274,324759.0572022904,0.010055813331741477,0.018428323629249104
